frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
321,  0,  12.800,  0.88,  1,  -39.8,  -219.3,  1170.5,  0.350,  0.578,  -0.168, 0.66, 0.68, 0.85, 0.43, 0.00, 0.00, 0.00, 0.71, 0.04, 0.00, 0.00, 1.61, 0.03, 1.45, 0.01, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
322,  0,  12.840,  0.88,  1,  -41.2,  -214.3,  1161.5,  0.375,  0.578,  -0.179, 0.61, 0.63, 0.94, 0.54, 0.00, 0.00, 0.00, 0.72, 0.05, 0.00, 0.00, 1.68, 0.06, 1.35, 0.00, 0.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
323,  0,  12.880,  0.98,  1,  -41.1,  -210.3,  1156.4,  0.389,  0.571,  -0.197, 0.62, 0.53, 1.04, 0.78, 0.00, 0.00, 0.00, 0.98, 0.19, 0.00, 0.00, 1.56, 0.06, 1.18, 0.18, 0.65, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
324,  0,  12.920,  0.88,  1,  -40.3,  -208.9,  1156.1,  0.412,  0.554,  -0.211, 0.67, 0.45, 1.18, 0.89, 0.00, 0.00, 0.10, 1.39, 0.42, 0.00, 0.00, 1.45, 0.04, 1.21, 0.53, 0.60, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
325,  0,  12.960,  0.88,  1,  -40.1,  -209.9,  1165.6,  0.400,  0.536,  -0.207, 0.65, 0.26, 1.09, 1.00, 0.00, 0.07, 0.15, 1.80, 0.62, 0.00, 0.00, 1.22, 0.00, 1.27, 0.77, 0.53, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
326,  0,  13.000,  0.98,  1,  -39.3,  -209.9,  1174.2,  0.414,  0.515,  -0.222, 0.52, 0.12, 1.12, 1.03, 0.00, 0.22, 0.28, 2.01, 0.75, 0.00, 0.00, 0.95, 0.00, 1.22, 1.05, 0.41, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
327,  0,  13.040,  0.98,  1,  -35.9,  -204.6,  1157.2,  0.453,  0.503,  -0.253, 0.47, 0.00, 1.13, 0.87, 0.00, 0.22, 0.20, 2.05, 0.69, 0.12, 0.00, 0.91, 0.00, 1.09, 0.98, 0.79, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
328,  0,  13.080,  0.98,  1,  -32.7,  -199.3,  1142.8,  0.478,  0.499,  -0.275, 0.62, 0.00, 1.34, 0.76, 0.00, 0.16, 0.15, 1.74, 0.48, 0.24, 0.00, 0.87, 0.00, 0.96, 0.73, 1.08, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
329,  0,  13.120,  0.98,  1,  -31.3,  -195.9,  1134.9,  0.485,  0.499,  -0.278, 0.95, 0.12, 1.43, 0.61, 0.00, 0.00, 0.05, 1.33, 0.23, 0.33, 0.15, 1.02, 0.00, 1.17, 0.28, 1.16, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
330,  0,  13.160,  0.98,  1,  -30.8,  -198.1,  1143.3,  0.454,  0.503,  -0.263, 1.21, 0.33, 1.46, 0.59, 0.00, 0.03, 0.04, 0.97, 0.06, 0.32, 0.24, 1.19, 0.00, 1.51, 0.00, 0.76, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
331,  0,  13.200,  0.98,  1,  -29.5,  -200.6,  1149.3,  0.425,  0.494,  -0.248, 1.30, 0.40, 1.38, 0.43, 0.00, 0.03, 0.04, 0.87, 0.04, 0.32, 0.41, 1.41, 0.00, 1.88, 0.00, 0.42, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
332,  0,  13.240,  0.98,  1,  -27.6,  -201.7,  1150.0,  0.411,  0.486,  -0.237, 1.26, 0.47, 1.35, 0.25, 0.00, 0.03, 0.00, 0.78, 0.05, 0.37, 0.31, 1.52, 0.00, 1.98, 0.00, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
333,  0,  13.280,  0.93,  1,  -26.2,  -203.2,  1152.3,  0.402,  0.478,  -0.232, 1.21, 0.40, 1.31, 0.26, 0.00, 0.00, 0.00, 0.77, 0.08, 0.48, 0.28, 1.43, 0.00, 2.03, 0.00, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
334,  0,  13.320,  0.93,  1,  -24.7,  -204.5,  1153.5,  0.397,  0.470,  -0.228, 1.10, 0.34, 1.37, 0.33, 0.00, 0.13, 0.00, 0.78, 0.07, 0.53, 0.18, 1.38, 0.00, 1.99, 0.00, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
335,  0,  13.360,  0.98,  1,  -23.6,  -205.3,  1154.1,  0.398,  0.471,  -0.225, 1.04, 0.31, 1.47, 0.26, 0.00, 0.13, 0.00, 0.70, 0.06, 0.50, 0.12, 1.24, 0.00, 1.78, 0.00, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
336,  0,  13.400,  0.98,  1,  -22.8,  -205.0,  1151.0,  0.400,  0.475,  -0.222, 0.99, 0.37, 1.59, 0.17, 0.00, 0.13, 0.00, 0.77, 0.04, 0.48, 0.06, 1.29, 0.00, 1.44, 0.00, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
337,  0,  13.440,  0.98,  1,  -21.5,  -203.0,  1140.4,  0.415,  0.480,  -0.219, 0.96, 0.35, 1.82, 0.04, 0.00, 0.00, 0.00, 0.86, 0.04, 0.32, 0.00, 1.32, 0.00, 0.93, 0.35, 0.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
338,  0,  13.480,  0.98,  1,  -20.2,  -199.4,  1123.2,  0.434,  0.504,  -0.225, 0.83, 0.19, 2.02, 0.06, 0.00, 0.00, 0.01, 1.04, 0.04, 0.25, 0.00, 1.32, 0.00, 0.57, 0.83, 0.90, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
339,  0,  13.520,  0.98,  1,  -19.6,  -197.9,  1116.0,  0.437,  0.511,  -0.227, 0.75, 0.00, 2.20, 0.06, 0.00, 0.00, 0.02, 1.03, 0.02, 0.11, 0.00, 1.17, 0.00, 0.32, 1.27, 1.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
340,  0,  13.560,  0.98,  1,  -18.6,  -198.2,  1114.7,  0.424,  0.513,  -0.221, 0.74, 0.00, 2.21, 0.04, 0.00, 0.00, 0.02, 0.99, 0.00, 0.14, 0.00, 1.12, 0.00, 0.27, 1.41, 1.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
341,  0,  13.600,  0.98,  1,  -17.8,  -197.9,  1111.9,  0.423,  0.518,  -0.219, 0.77, 0.00, 2.25, 0.01, 0.00, 0.00, 0.01, 0.76, 0.00, 0.09, 0.00, 1.24, 0.00, 0.25, 1.18, 1.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
342,  0,  13.640,  0.98,  1,  -16.8,  -198.5,  1113.2,  0.429,  0.516,  -0.221, 0.85, 0.00, 2.26, 0.00, 0.00, 0.00, 0.00, 0.46, 0.00, 0.03, 0.00, 1.49, 0.00, 0.31, 0.90, 1.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
343,  0,  13.680,  0.98,  1,  -15.9,  -198.9,  1114.9,  0.417,  0.518,  -0.216, 0.88, 0.00, 2.30, 0.07, 0.00, 0.01, 0.00, 0.15, 0.00, 0.01, 0.00, 1.59, 0.09, 0.52, 0.41, 1.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
344,  0,  13.720,  0.98,  1,  -15.2,  -200.5,  1120.7,  0.404,  0.514,  -0.208, 0.98, 0.19, 2.16, 0.10, 0.00, 0.01, 0.00, 0.08, 0.00, 0.01, 0.00, 1.56, 0.18, 0.66, 0.17, 1.51, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
345,  0,  13.760,  0.98,  1,  -13.3,  -202.4,  1125.4,  0.404,  0.503,  -0.198, 1.03, 0.70, 1.93, 0.19, 0.00, 0.01, 0.00, 0.20, 0.00, 0.00, 0.00, 1.32, 0.18, 0.55, 0.15, 1.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
346,  0,  13.800,  0.98,  1,  -9.6,  -205.1,  1128.9,  0.392,  0.468,  -0.178, 0.91, 1.19, 1.55, 0.18, 0.00, 0.15, 0.00, 0.74, 0.02, 0.01, 0.00, 1.25, 0.09, 0.26, 0.82, 1.15, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
347,  0,  13.840,  0.98,  1,  -3.1,  -208.3,  1129.4,  0.367,  0.415,  -0.150, 0.55, 1.61, 1.21, 0.15, 0.04, 0.48, 0.00, 1.37, 0.13, 0.01, 0.00, 1.13, 0.05, 0.05, 1.55, 1.46, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
348,  0,  13.880,  0.98,  1,  5.3,  -215.1,  1143.1,  0.312,  0.351,  -0.116, 0.17, 1.59, 0.78, 0.06, 0.12, 0.91, 0.00, 1.74, 0.26, 0.01, 0.19, 1.20, 0.16, 0.25, 1.44, 1.23, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
349,  0,  13.920,  0.98,  1,  14.9,  -223.8,  1156.1,  0.213,  0.277,  -0.078, 0.00, 1.68, 0.50, 0.00, 0.12, 1.32, 0.00, 1.73, 0.24, 0.00, 0.20, 0.86, 0.16, 0.25, 1.03, 0.79, 0.08, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
350,  0,  13.960,  0.98,  1,  25.2,  -230.8,  1163.9,  0.180,  0.205,  -0.055, 0.00, 1.33, 0.39, 0.00, 0.08, 1.46, 0.00, 1.71, 0.18, 0.00, 0.20, 0.58, 0.11, 0.25, 1.06, 0.95, 0.10, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
351,  0,  14.000,  0.98,  1,  35.6,  -234.8,  1163.8,  0.170,  0.113,  -0.044, 0.00, 1.05, 0.52, 0.00, 0.00, 1.26, 0.00, 1.91, 0.12, 0.00, 0.01, 0.16, 0.00, 0.00, 1.78, 1.62, 0.22, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
352,  0,  14.040,  0.98,  1,  44.7,  -239.8,  1167.9,  0.153,  0.062,  -0.046, 0.00, 0.47, 0.79, 0.00, 0.00, 1.03, 0.07, 2.20, 0.18, 0.00, 0.00, 0.04, 0.00, 0.00, 2.24, 1.83, 0.35, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
353,  0,  14.080,  0.98,  1,  51.7,  -245.6,  1175.6,  0.146,  0.046,  -0.050, 0.00, 0.22, 1.07, 0.00, 0.00, 1.00, 0.12, 2.30, 0.19, 0.00, 0.00, 0.04, 0.00, 0.00, 2.05, 1.37, 0.50, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
354,  0,  14.120,  0.98,  1,  57.2,  -250.7,  1187.4,  0.137,  0.039,  -0.049, 0.02, 0.03, 1.55, 0.00, 0.00, 1.33, 0.20, 2.31, 0.18, 0.00, 0.00, 0.30, 0.00, 0.00, 1.94, 1.41, 0.55, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
355,  0,  14.160,  0.98,  1,  60.5,  -248.5,  1179.1,  0.149,  0.031,  -0.054, 0.02, 0.03, 1.94, 0.00, 0.00, 1.30, 0.13, 1.86, 0.13, 0.00, 0.00, 0.92, 0.00, 0.00, 1.30, 2.02, 0.35, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
356,  0,  14.200,  0.98,  1,  60.4,  -239.0,  1138.8,  0.133,  -0.009,  -0.045, 0.02, 0.03, 2.47, 0.00, 0.00, 1.16, 0.09, 1.49, 0.07, 0.00, 0.00, 1.22, 0.00, 0.00, 0.92, 2.96, 0.18, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
357,  0,  14.240,  0.98,  1,  61.3,  -234.1,  1122.5,  0.133,  -0.039,  -0.044, 0.00, 0.00, 2.63, 0.00, 0.00, 0.82, 0.00, 1.04, 0.00, 0.00, 0.00, 1.16, 0.00, 0.00, 0.28, 3.30, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
358,  0,  14.280,  0.98,  1,  64.1,  -238.0,  1131.6,  0.102,  -0.053,  -0.036, 0.03, 0.00, 2.63, 0.00, 0.00, 0.75, 0.00, 0.66, 0.00, 0.00, 0.25, 0.79, 0.00, 0.00, 0.20, 2.75, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
359,  0,  14.320,  0.98,  1,  68.0,  -243.8,  1147.1,  0.082,  -0.069,  -0.030, 0.07, 0.00, 2.27, 0.00, 0.00, 0.74, 0.00, 0.44, 0.00, 0.00, 0.78, 0.67, 0.14, 0.00, 0.00, 1.68, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00
360,  0,  14.360,  0.98,  1,  71.1,  -245.5,  1154.9,  0.102,  -0.079,  -0.031, 0.13, 0.00, 1.98, 0.00, 0.00, 0.88, 0.00, 0.85, 0.00, 0.00, 0.78, 0.50, 0.49, 0.00, 0.24, 1.04, 0.10, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00
361,  0,  14.400,  0.98,  1,  74.4,  -247.2,  1157.5,  0.104,  -0.084,  -0.026, 0.22, 0.00, 1.90, 0.00, 0.09, 1.23, 0.00, 1.77, 0.00, 0.00, 1.37, 0.27, 0.49, 0.00, 1.30, 1.09, 0.10, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
362,  0,  14.440,  0.98,  1,  77.5,  -249.0,  1164.8,  0.127,  -0.099,  -0.023, 0.18, 0.00, 1.97, 0.00, 0.17, 1.41, 0.00, 2.47, 0.00, 0.00, 1.52, 0.06, 0.35, 0.00, 2.08, 1.32, 0.12, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
363,  0,  14.480,  0.98,  1,  80.8,  -247.8,  1158.1,  0.135,  -0.128,  -0.027, 0.20, 0.00, 2.12, 0.00, 0.18, 1.46, 0.04, 2.51, 0.00, 0.00, 1.63, 0.01, 0.00, 0.00, 2.28, 1.05, 0.04, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
364,  0,  14.520,  0.98,  1,  83.3,  -250.2,  1167.4,  0.140,  -0.146,  -0.044, 0.26, 0.00, 2.21, 0.00, 0.09, 1.28, 0.04, 2.21, 0.00, 0.00, 1.70, 0.00, 0.00, 0.00, 2.10, 0.63, 0.11, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
365,  0,  14.560,  0.98,  1,  86.5,  -252.4,  1178.6,  0.171,  -0.145,  -0.048, 0.44, 0.00, 2.21, 0.00, 0.01, 0.93, 0.04, 1.55, 0.00, 0.00, 1.49, 0.07, 0.00, 0.00, 1.66, 0.22, 0.20, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
366,  0,  14.600,  0.98,  1,  88.3,  -254.9,  1188.5,  0.177,  -0.156,  -0.051, 0.59, 0.00, 2.24, 0.00, 0.00, 0.65, 0.00, 0.83, 0.00, 0.00, 2.11, 0.14, 0.00, 0.00, 1.79, 0.02, 0.30, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
367,  0,  14.640,  0.98,  1,  89.6,  -256.3,  1193.2,  0.165,  -0.145,  -0.047, 0.55, 0.00, 2.28, 0.00, 0.00, 0.43, 0.00, 0.21, 0.00, 0.00, 1.22, 0.23, 0.00, 0.00, 1.04, 0.00, 0.30, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
368,  0,  14.680,  0.98,  1,  89.2,  -255.1,  1187.2,  0.169,  -0.139,  -0.039, 0.40, 0.00, 2.30, 0.00, 0.00, 0.54, 0.00, 0.03, 0.00, 0.00, 1.20, 0.16, 0.00, 0.00, 0.74, 0.03, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
369,  0,  14.720,  0.98,  1,  89.1,  -252.1,  1174.5,  0.178,  -0.132,  -0.039, 0.25, 0.00, 2.36, 0.00, 0.00, 0.59, 0.00, 0.03, 0.00, 0.00, 0.88, 0.19, 0.00, 0.00, 0.17, 0.03, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
370,  0,  14.760,  0.98,  1,  89.5,  -251.7,  1170.9,  0.160,  -0.127,  -0.038, 0.18, 0.00, 2.41, 0.00, 0.00, 0.59, 0.00, 0.03, 0.00, 0.00, 1.18, 0.34, 0.00, 0.00, 0.04, 0.08, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
371,  0,  14.800,  0.98,  1,  90.8,  -251.0,  1169.8,  0.153,  -0.128,  -0.039, 0.17, 0.00, 2.53, 0.00, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 1.27, 0.38, 0.00, 0.00, 0.00, 0.06, 0.29, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
372,  0,  14.840,  0.98,  1,  91.4,  -247.2,  1161.8,  0.165,  -0.122,  -0.039, 0.10, 0.00, 2.69, 0.00, 0.00, 0.75, 0.00, 0.25, 0.00, 0.00, 1.38, 0.32, 0.00, 0.00, 0.00, 0.44, 0.29, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
373,  0,  14.880,  0.98,  1,  92.3,  -243.8,  1155.8,  0.197,  -0.125,  -0.048, 0.03, 0.00, 2.80, 0.00, 0.00, 0.99, 0.00, 0.81, 0.00, 0.00, 1.80, 0.08, 0.00, 0.00, 0.46, 0.99, 0.33, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
374,  0,  14.920,  0.98,  1,  93.4,  -243.0,  1156.4,  0.191,  -0.115,  -0.048, 0.10, 0.00, 2.92, 0.00, 0.00, 1.27, 0.00, 1.24, 0.00, 0.00, 1.58, 0.05, 0.00, 0.00, 0.68, 1.38, 0.34, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00
375,  0,  14.960,  0.98,  1,  94.3,  -243.3,  1162.4,  0.180,  -0.101,  -0.044, 0.22, 0.00, 2.91, 0.00, 0.01, 1.25, 0.00, 1.42, 0.00, 0.00, 1.55, 0.00, 0.00, 0.00, 0.68, 1.01, 0.39, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
376,  0,  15.000,  0.98,  1,  96.3,  -244.3,  1169.4,  0.172,  -0.107,  -0.048, 0.31, 0.00, 2.90, 0.00, 0.01, 1.16, 0.00, 1.25, 0.00, 0.00, 1.08, 0.06, 0.00, 0.00, 0.23, 0.40, 0.43, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
377,  0,  15.040,  0.98,  1,  97.4,  -245.5,  1176.1,  0.157,  -0.101,  -0.048, 0.23, 0.00, 2.78, 0.00, 0.01, 0.81, 0.00, 0.88, 0.00, 0.00, 1.53, 0.10, 0.00, 0.00, 0.00, 0.01, 0.44, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
378,  0,  15.080,  0.98,  1,  98.4,  -244.5,  1176.6,  0.143,  -0.117,  -0.041, 0.13, 0.00, 2.63, 0.00, 0.00, 0.36, 0.00, 0.46, 0.00, 0.00, 2.13, 0.23, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
379,  0,  15.120,  0.98,  1,  98.6,  -244.1,  1178.9,  0.125,  -0.122,  -0.035, 0.04, 0.00, 2.55, 0.00, 0.00, 0.15, 0.00, 0.11, 0.00, 0.00, 2.82, 0.21, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
380,  0,  15.160,  0.98,  1,  99.2,  -242.7,  1178.1,  0.121,  -0.117,  -0.030, 0.02, 0.00, 2.53, 0.00, 0.00, 0.10, 0.00, 0.16, 0.00, 0.00, 2.77, 0.29, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
