frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
201,  0,  8.000,  0.98,  1,  97.9,  -243.2,  1176.9,  0.179,  -0.123,  -0.086, 0.00, 0.00, 2.35, 0.00, 0.06, 0.36, 0.01, 0.31, 0.00, 0.00, 0.96, 0.33, 0.00, 0.00, 0.00, 0.41, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
202,  0,  8.040,  0.98,  1,  94.3,  -241.3,  1172.4,  0.176,  -0.092,  -0.098, 0.00, 0.00, 2.06, 0.00, 0.31, 0.74, 0.13, 0.89, 0.22, 0.33, 0.47, 0.33, 0.00, 0.00, 0.34, 0.58, 0.78, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
203,  0,  8.080,  0.98,  1,  88.1,  -245.6,  1194.2,  0.162,  -0.030,  -0.084, 0.00, 0.00, 1.85, 0.00, 0.64, 1.12, 0.23, 1.45, 0.55, 0.65, 0.00, 0.00, 0.00, 0.00, 0.86, 0.83, 1.31, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
204,  0,  8.120,  0.98,  1,  78.3,  -244.3,  1190.4,  0.164,  0.063,  -0.086, 0.00, 0.00, 1.69, 0.00, 0.88, 1.26, 0.24, 1.51, 0.83, 0.88, 0.00, 0.00, 0.00, 0.00, 1.32, 1.05, 1.73, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
205,  0,  8.160,  0.98,  1,  66.9,  -241.3,  1171.2,  0.172,  0.141,  -0.085, 0.00, 0.00, 1.57, 0.00, 0.88, 1.24, 0.20, 1.20, 0.76, 0.75, 0.00, 0.00, 0.00, 0.00, 1.67, 1.28, 1.87, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
206,  0,  8.200,  0.93,  1,  56.7,  -239.6,  1156.0,  0.157,  0.217,  -0.077, 0.00, 0.00, 1.71, 0.00, 0.68, 1.52, 0.25, 0.97, 0.43, 0.44, 0.00, 0.00, 0.04, 0.00, 1.69, 1.19, 1.66, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
207,  0,  8.240,  0.98,  1,  49.0,  -242.6,  1159.1,  0.122,  0.264,  -0.034, 0.00, 0.00, 1.92, 0.00, 0.40, 1.60, 0.34, 0.91, 0.15, 0.20, 0.00, 0.04, 0.15, 0.00, 1.70, 0.86, 1.12, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
208,  0,  8.280,  0.98,  1,  43.9,  -246.0,  1164.8,  0.114,  0.291,  -0.008, 0.00, 0.00, 2.11, 0.00, 0.15, 1.68, 0.30, 0.64, 0.00, 0.00, 0.00, 0.22, 0.15, 0.00, 1.38, 0.74, 0.57, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
209,  0,  8.320,  0.98,  1,  40.1,  -246.6,  1163.2,  0.132,  0.317,  0.004, 0.00, 0.00, 2.18, 0.00, 0.03, 1.68, 0.14, 0.31, 0.00, 0.00, 0.00, 0.38, 0.11, 0.10, 1.53, 1.17, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
210,  0,  8.360,  0.98,  1,  36.8,  -242.9,  1149.0,  0.159,  0.334,  0.007, 0.00, 0.00, 2.29, 0.00, 0.00, 1.76, 0.03, 0.00, 0.00, 0.00, 0.00, 0.81, 0.00, 0.42, 1.49, 1.86, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
211,  0,  8.400,  0.98,  1,  34.1,  -237.1,  1130.4,  0.176,  0.345,  -0.001, 0.00, 0.00, 2.39, 0.00, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.00, 1.05, 0.00, 0.74, 1.73, 2.49, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
212,  0,  8.440,  0.98,  1,  32.2,  -235.8,  1130.0,  0.181,  0.351,  -0.011, 0.00, 0.00, 2.42, 0.00, 0.00, 1.99, 0.00, 0.00, 0.00, 0.00, 0.00, 1.36, 0.00, 1.03, 1.33, 2.70, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
213,  0,  8.480,  0.98,  1,  29.4,  -233.1,  1125.7,  0.185,  0.344,  -0.019, 0.00, 0.00, 2.53, 0.05, 0.00, 2.22, 0.00, 0.07, 0.00, 0.00, 0.00, 1.41, 0.00, 0.98, 1.21, 2.93, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
214,  0,  8.520,  0.98,  1,  26.5,  -226.8,  1111.1,  0.195,  0.351,  -0.033, 0.00, 0.00, 2.69, 0.05, 0.17, 2.47, 0.00, 0.37, 0.00, 0.00, 0.05, 1.51, 0.18, 0.86, 0.96, 3.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
215,  0,  8.560,  0.93,  1,  24.4,  -219.6,  1098.1,  0.242,  0.366,  -0.055, 0.00, 0.00, 2.91, 0.05, 0.47, 2.51, 0.09, 0.80, 0.00, 0.05, 0.26, 1.54, 0.42, 0.72, 1.02, 3.25, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
216,  0,  8.600,  0.93,  1,  22.9,  -214.2,  1095.4,  0.285,  0.367,  -0.077, 0.00, 0.00, 3.06, 0.00, 0.79, 2.49, 0.19, 1.11, 0.00, 0.11, 0.39, 1.42, 0.58, 0.55, 1.26, 3.14, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
217,  0,  8.640,  0.98,  1,  21.3,  -208.8,  1091.1,  0.350,  0.387,  -0.099, 0.00, 0.00, 3.12, 0.08, 0.84, 2.41, 0.19, 1.04, 0.00, 0.12, 0.34, 1.13, 0.49, 0.36, 1.48, 3.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
218,  0,  8.680,  0.98,  1,  19.5,  -203.7,  1087.5,  0.399,  0.396,  -0.121, 0.00, 0.00, 3.03, 0.08, 0.58, 2.02, 0.10, 0.61, 0.00, 0.31, 0.14, 0.96, 0.24, 0.23, 1.68, 3.14, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
219,  0,  8.720,  0.98,  1,  17.6,  -201.8,  1093.0,  0.407,  0.398,  -0.137, 0.00, 0.00, 2.73, 0.08, 0.26, 1.48, 0.00, 0.22, 0.00, 0.27, 0.00, 0.93, 0.09, 0.28, 1.44, 3.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
220,  0,  8.760,  0.98,  1,  15.6,  -199.8,  1095.7,  0.419,  0.401,  -0.150, 0.00, 0.00, 2.53, 0.00, 0.03, 1.17, 0.00, 0.00, 0.00, 0.31, 0.00, 1.17, 0.00, 0.49, 1.09, 3.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
221,  0,  8.800,  0.98,  1,  13.6,  -198.7,  1101.5,  0.421,  0.397,  -0.160, 0.00, 0.00, 2.44, 0.01, 0.00, 1.18, 0.00, 0.16, 0.00, 0.30, 0.12, 1.58, 0.00, 0.74, 0.54, 3.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
222,  0,  8.840,  0.98,  1,  12.1,  -199.9,  1113.0,  0.408,  0.376,  -0.162, 0.00, 0.00, 2.52, 0.01, 0.00, 1.20, 0.00, 0.36, 0.00, 0.49, 0.52, 2.05, 0.00, 1.16, 0.24, 2.87, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
223,  0,  8.880,  0.98,  1,  10.1,  -201.8,  1126.1,  0.386,  0.363,  -0.155, 0.00, 0.00, 2.55, 0.01, 0.00, 1.02, 0.00, 0.62, 0.00, 0.67, 0.83, 2.37, 0.00, 1.51, 0.00, 2.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
224,  0,  8.920,  0.98,  1,  8.8,  -203.7,  1137.6,  0.379,  0.351,  -0.150, 0.00, 0.00, 2.50, 0.01, 0.00, 0.76, 0.00, 0.73, 0.00, 0.65, 0.99, 2.27, 0.00, 1.70, 0.00, 1.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
225,  0,  8.960,  0.98,  1,  7.7,  -205.8,  1146.9,  0.363,  0.348,  -0.143, 0.00, 0.00, 2.38, 0.01, 0.00, 0.84, 0.00, 0.71, 0.00, 0.63, 0.83, 2.05, 0.00, 1.72, 0.00, 1.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
226,  0,  9.000,  0.98,  1,  7.2,  -208.0,  1155.6,  0.347,  0.349,  -0.137, 0.00, 0.00, 2.30, 0.00, 0.00, 0.91, 0.00, 0.58, 0.00, 0.57, 0.71, 1.89, 0.00, 1.71, 0.00, 0.88, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
227,  0,  9.040,  0.98,  1,  6.6,  -209.2,  1159.7,  0.343,  0.346,  -0.139, 0.00, 0.00, 2.26, 0.00, 0.00, 1.11, 0.00, 0.46, 0.00, 0.54, 0.53, 1.94, 0.00, 1.67, 0.00, 0.66, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
228,  0,  9.080,  0.98,  1,  6.6,  -210.0,  1161.3,  0.344,  0.346,  -0.139, 0.00, 0.00, 2.31, 0.00, 0.00, 1.05, 0.00, 0.37, 0.00, 0.50, 0.40, 1.95, 0.00, 1.58, 0.00, 0.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
229,  0,  9.120,  0.98,  1,  6.7,  -210.0,  1160.7,  0.349,  0.344,  -0.139, 0.00, 0.00, 2.37, 0.00, 0.00, 1.08, 0.00, 0.33, 0.00, 0.47, 0.40, 1.90, 0.00, 1.42, 0.00, 0.49, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
230,  0,  9.160,  0.98,  1,  6.7,  -208.8,  1155.8,  0.355,  0.346,  -0.141, 0.00, 0.00, 2.44, 0.00, 0.00, 0.84, 0.00, 0.42, 0.00, 0.38, 0.35, 1.68, 0.00, 1.16, 0.00, 0.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
231,  0,  9.200,  0.98,  1,  6.8,  -206.6,  1146.9,  0.367,  0.350,  -0.146, 0.00, 0.00, 2.54, 0.00, 0.00, 0.82, 0.00, 0.60, 0.00, 0.27, 0.23, 1.46, 0.00, 0.81, 0.19, 1.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
232,  0,  9.240,  0.98,  1,  6.6,  -204.9,  1140.1,  0.381,  0.359,  -0.151, 0.00, 0.00, 2.52, 0.00, 0.00, 0.81, 0.00, 0.84, 0.00, 0.17, 0.05, 1.23, 0.00, 0.45, 0.58, 1.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
233,  0,  9.280,  0.98,  1,  6.5,  -204.6,  1138.3,  0.387,  0.361,  -0.153, 0.00, 0.00, 2.57, 0.00, 0.00, 1.07, 0.04, 0.86, 0.00, 0.15, 0.00, 1.15, 0.06, 0.23, 0.96, 1.47, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
234,  0,  9.320,  0.98,  1,  6.0,  -204.4,  1138.2,  0.376,  0.359,  -0.148, 0.00, 0.00, 2.54, 0.00, 0.00, 1.12, 0.07, 0.85, 0.00, 0.14, 0.00, 1.14, 0.14, 0.12, 1.25, 1.53, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
235,  0,  9.360,  0.98,  1,  5.6,  -204.6,  1138.8,  0.375,  0.360,  -0.144, 0.00, 0.00, 2.60, 0.00, 0.00, 1.13, 0.07, 0.83, 0.00, 0.10, 0.00, 1.25, 0.18, 0.12, 1.35, 1.60, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
236,  0,  9.400,  0.98,  1,  5.1,  -205.0,  1140.4,  0.372,  0.356,  -0.143, 0.00, 0.00, 2.63, 0.00, 0.00, 1.03, 0.04, 0.85, 0.00, 0.03, 0.00, 1.27, 0.17, 0.08, 1.40, 1.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
237,  0,  9.440,  0.98,  1,  4.7,  -205.1,  1141.1,  0.374,  0.350,  -0.141, 0.00, 0.00, 2.71, 0.00, 0.00, 0.94, 0.02, 0.92, 0.00, 0.00, 0.00, 1.23, 0.21, 0.05, 1.34, 1.54, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
238,  0,  9.480,  0.98,  1,  4.1,  -205.6,  1143.9,  0.372,  0.345,  -0.138, 0.00, 0.00, 2.80, 0.00, 0.00, 0.90, 0.02, 0.95, 0.00, 0.00, 0.00, 1.14, 0.26, 0.01, 1.30, 1.42, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
239,  0,  9.520,  0.98,  1,  3.4,  -205.1,  1143.0,  0.369,  0.342,  -0.137, 0.00, 0.00, 2.81, 0.00, 0.00, 0.97, 0.01, 0.93, 0.00, 0.00, 0.00, 1.11, 0.43, 0.00, 1.39, 1.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
240,  0,  9.560,  0.98,  1,  2.4,  -204.9,  1143.8,  0.366,  0.336,  -0.137, 0.00, 0.00, 2.78, 0.00, 0.00, 1.07, 0.00, 0.83, 0.00, 0.00, 0.00, 1.06, 0.55, 0.00, 1.40, 1.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
241,  0,  9.600,  0.98,  1,  1.6,  -204.9,  1143.7,  0.364,  0.332,  -0.136, 0.00, 0.00, 2.76, 0.00, 0.00, 1.04, 0.00, 0.76, 0.00, 0.00, 0.00, 1.04, 0.65, 0.00, 1.39, 1.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
242,  0,  9.640,  0.98,  1,  0.7,  -205.1,  1144.4,  0.364,  0.329,  -0.136, 0.00, 0.00, 2.77, 0.00, 0.00, 1.02, 0.00, 0.76, 0.00, 0.00, 0.00, 1.08, 0.67, 0.00, 1.29, 1.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
243,  0,  9.680,  0.98,  1,  -0.0,  -205.5,  1144.8,  0.361,  0.324,  -0.137, 0.00, 0.00, 2.75, 0.00, 0.00, 0.92, 0.00, 0.78, 0.00, 0.00, 0.00, 1.17, 0.61, 0.02, 1.27, 1.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
244,  0,  9.720,  0.98,  1,  -0.4,  -205.8,  1145.2,  0.358,  0.320,  -0.137, 0.00, 0.00, 2.73, 0.00, 0.00, 0.91, 0.00, 0.78, 0.00, 0.00, 0.00, 1.22, 0.65, 0.02, 1.20, 1.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
245,  0,  9.760,  0.98,  1,  -0.4,  -206.1,  1146.1,  0.357,  0.317,  -0.138, 0.00, 0.00, 2.74, 0.00, 0.00, 0.89, 0.00, 0.75, 0.00, 0.00, 0.00, 1.20, 0.61, 0.04, 1.17, 1.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
246,  0,  9.800,  0.98,  1,  -0.2,  -206.2,  1146.6,  0.354,  0.316,  -0.136, 0.00, 0.00, 2.78, 0.00, 0.00, 0.90, 0.00, 0.72, 0.00, 0.00, 0.00, 1.17, 0.60, 0.03, 1.13, 1.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
247,  0,  9.840,  0.98,  1,  -0.1,  -206.3,  1146.8,  0.353,  0.315,  -0.135, 0.00, 0.00, 2.81, 0.00, 0.00, 0.97, 0.00, 0.77, 0.00, 0.00, 0.01, 1.21, 0.53, 0.03, 1.13, 1.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
248,  0,  9.880,  0.98,  1,  0.4,  -206.4,  1146.1,  0.348,  0.313,  -0.132, 0.00, 0.00, 2.86, 0.00, 0.00, 1.06, 0.00, 0.87, 0.00, 0.00, 0.05, 1.27, 0.51, 0.01, 1.18, 1.45, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
249,  0,  9.920,  0.98,  1,  0.9,  -206.6,  1146.2,  0.348,  0.313,  -0.131, 0.00, 0.00, 2.82, 0.00, 0.00, 1.13, 0.00, 1.00, 0.00, 0.00, 0.06, 1.25, 0.52, 0.00, 1.27, 1.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
250,  0,  9.960,  0.98,  1,  1.4,  -206.2,  1144.8,  0.344,  0.313,  -0.127, 0.00, 0.00, 2.85, 0.00, 0.00, 1.12, 0.00, 1.06, 0.00, 0.00, 0.05, 1.22, 0.51, 0.00, 1.30, 1.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
251,  0,  10.000,  0.98,  1,  2.2,  -206.2,  1145.0,  0.342,  0.313,  -0.124, 0.00, 0.00, 2.78, 0.00, 0.00, 1.01, 0.00, 1.09, 0.00, 0.01, 0.01, 1.22, 0.54, 0.00, 1.28, 1.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
252,  0,  10.040,  0.98,  1,  2.9,  -206.2,  1145.8,  0.339,  0.309,  -0.121, 0.00, 0.00, 2.83, 0.00, 0.00, 0.97, 0.00, 1.12, 0.00, 0.01, 0.02, 1.22, 0.52, 0.00, 1.17, 1.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
253,  0,  10.080,  0.98,  1,  3.8,  -206.2,  1145.9,  0.339,  0.305,  -0.120, 0.00, 0.00, 2.79, 0.00, 0.00, 0.94, 0.00, 1.02, 0.00, 0.01, 0.02, 1.32, 0.39, 0.00, 1.25, 1.67, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
254,  0,  10.120,  0.98,  1,  4.8,  -204.5,  1138.5,  0.347,  0.319,  -0.120, 0.00, 0.01, 2.67, 0.00, 0.00, 0.90, 0.00, 0.66, 0.00, 0.00, 0.01, 1.23, 0.19, 0.02, 1.02, 1.86, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
255,  0,  10.160,  0.98,  1,  7.1,  -205.2,  1139.0,  0.353,  0.312,  -0.116, 0.00, 0.07, 2.39, 0.00, 0.00, 0.72, 0.00, 0.27, 0.00, 0.00, 0.01, 1.31, 0.02, 0.02, 0.84, 2.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
256,  0,  10.200,  0.98,  1,  11.5,  -207.0,  1143.1,  0.347,  0.283,  -0.108, 0.00, 0.07, 1.67, 0.20, 0.00, 0.57, 0.00, 0.33, 0.00, 0.00, 0.14, 1.36, 0.00, 0.02, 0.51, 1.76, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
257,  0,  10.240,  0.98,  1,  18.3,  -211.3,  1155.0,  0.316,  0.211,  -0.084, 0.00, 0.26, 0.93, 0.48, 0.00, 0.44, 0.00, 0.59, 0.00, 0.00, 0.36, 1.51, 0.00, 0.00, 0.46, 1.69, 0.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
258,  0,  10.280,  0.98,  1,  26.7,  -217.1,  1160.2,  0.266,  0.143,  -0.069, 0.00, 0.35, 0.33, 0.48, 0.00, 0.40, 0.00, 1.01, 0.00, 0.00, 0.56, 1.25, 0.02, 0.00, 0.38, 1.39, 1.05, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
259,  0,  10.320,  0.98,  1,  36.1,  -222.0,  1150.8,  0.211,  0.071,  -0.067, 0.00, 0.44, 0.17, 0.28, 0.00, 0.44, 0.00, 1.06, 0.00, 0.00, 0.46, 0.85, 0.02, 0.00, 0.22, 1.37, 1.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
260,  0,  10.360,  0.98,  1,  45.0,  -224.4,  1135.4,  0.178,  -0.015,  -0.065, 0.16, 0.44, 0.21, 0.00, 0.00, 0.33, 0.00, 0.94, 0.00, 0.00, 0.25, 0.59, 0.02, 0.00, 0.09, 1.34, 1.03, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
