frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
311,  0,  12.930,  0.93,  1,  -182.0,  -137.9,  1288.0,  0.583,  0.012,  -0.022, 0.00, 0.00, 0.02, 0.00, 0.23, 0.00, 0.00, 0.35, 0.63, 0.91, 0.00, 1.55, 0.32, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
312,  0,  12.971,  0.93,  1,  -184.9,  -140.9,  1295.0,  0.544,  0.032,  -0.023, 0.00, 0.00, 0.03, 0.00, 0.10, 0.00, 0.00, 0.32, 0.58, 0.81, 0.00, 1.73, 0.32, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
313,  0,  13.013,  0.98,  1,  -186.1,  -142.8,  1297.4,  0.521,  0.043,  -0.028, 0.00, 0.00, 0.03, 0.00, 0.06, 0.00, 0.00, 0.42, 0.59, 0.47, 0.00, 1.69, 0.19, 0.22, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
314,  0,  13.055,  0.98,  1,  -186.2,  -140.6,  1283.8,  0.526,  0.064,  -0.036, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.61, 0.56, 0.29, 0.00, 1.48, 0.09, 0.23, 0.00, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
315,  0,  13.096,  0.98,  1,  -187.8,  -139.9,  1289.7,  0.524,  0.077,  -0.042, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.79, 0.57, 0.07, 0.00, 1.26, 0.00, 0.26, 0.00, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
316,  0,  13.138,  0.98,  1,  -189.5,  -138.8,  1295.2,  0.520,  0.089,  -0.048, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.85, 0.62, 0.10, 0.00, 1.11, 0.00, 0.42, 0.05, 0.56, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
317,  0,  13.180,  0.98,  1,  -191.6,  -140.0,  1308.3,  0.493,  0.096,  -0.051, 0.00, 0.00, 0.04, 0.12, 0.00, 0.00, 0.00, 0.84, 0.63, 0.04, 0.00, 0.99, 0.10, 0.57, 0.11, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
318,  0,  13.222,  0.98,  1,  -193.9,  -141.4,  1316.9,  0.465,  0.107,  -0.052, 0.00, 0.00, 0.05, 0.19, 0.00, 0.00, 0.00, 0.83, 0.69, 0.15, 0.00, 0.82, 0.24, 0.73, 0.11, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
319,  0,  13.263,  0.98,  1,  -196.3,  -144.1,  1327.8,  0.439,  0.116,  -0.051, 0.00, 0.00, 0.03, 0.19, 0.00, 0.00, 0.00, 0.88, 0.73, 0.21, 0.00, 0.81, 0.46, 0.85, 0.10, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
320,  0,  13.305,  0.98,  1,  -198.2,  -145.1,  1329.9,  0.421,  0.131,  -0.052, 0.00, 0.00, 0.02, 0.10, 0.00, 0.00, 0.00, 1.00, 0.87, 0.40, 0.00, 0.82, 0.45, 0.95, 0.05, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
321,  0,  13.347,  0.98,  1,  -199.7,  -145.9,  1331.2,  0.410,  0.142,  -0.050, 0.00, 0.00, 0.05, 0.10, 0.00, 0.00, 0.00, 1.02, 0.93, 0.41, 0.00, 0.80, 0.47, 0.99, 0.12, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
322,  0,  13.388,  0.98,  1,  -200.6,  -145.1,  1328.3,  0.412,  0.149,  -0.051, 0.00, 0.00, 0.05, 0.09, 0.00, 0.00, 0.00, 0.96, 0.97, 0.37, 0.00, 0.78, 0.35, 0.95, 0.31, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
323,  0,  13.430,  0.98,  1,  -202.0,  -143.9,  1327.3,  0.416,  0.153,  -0.056, 0.00, 0.00, 0.05, 0.14, 0.00, 0.00, 0.00, 0.84, 0.95, 0.24, 0.00, 0.71, 0.30, 0.91, 0.69, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
324,  0,  13.472,  0.98,  1,  -203.3,  -142.7,  1321.8,  0.412,  0.162,  -0.058, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.84, 0.90, 0.15, 0.00, 0.66, 0.25, 0.80, 1.06, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
325,  0,  13.514,  0.98,  1,  -205.6,  -142.2,  1323.7,  0.401,  0.171,  -0.062, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.93, 0.86, 0.26, 0.00, 0.68, 0.19, 0.70, 1.17, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
326,  0,  13.555,  0.98,  1,  -208.0,  -142.9,  1321.1,  0.385,  0.182,  -0.063, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 1.00, 0.84, 0.30, 0.00, 0.67, 0.21, 0.62, 1.15, 1.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
327,  0,  13.597,  0.98,  1,  -210.5,  -144.0,  1323.1,  0.374,  0.187,  -0.062, 0.00, 0.00, 0.02, 0.28, 0.00, 0.00, 0.00, 1.07, 0.88, 0.47, 0.00, 0.73, 0.09, 0.62, 1.07, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
328,  0,  13.639,  0.98,  1,  -213.0,  -145.3,  1321.6,  0.372,  0.189,  -0.061, 0.00, 0.00, 0.09, 0.38, 0.00, 0.00, 0.00, 1.12, 0.91, 0.47, 0.00, 0.69, 0.07, 0.60, 1.09, 1.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
329,  0,  13.680,  0.98,  1,  -215.9,  -146.2,  1321.6,  0.362,  0.196,  -0.059, 0.00, 0.01, 0.09, 0.44, 0.00, 0.00, 0.00, 1.16, 0.93, 0.62, 0.00, 0.85, 0.00, 0.66, 0.94, 1.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
330,  0,  13.722,  0.98,  1,  -219.2,  -146.9,  1324.9,  0.366,  0.184,  -0.057, 0.00, 0.01, 0.09, 0.44, 0.00, 0.00, 0.00, 1.17, 0.92, 0.65, 0.00, 1.09, 0.05, 0.82, 0.57, 1.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
331,  0,  13.764,  0.98,  1,  -223.0,  -147.2,  1328.4,  0.366,  0.179,  -0.052, 0.00, 0.01, 0.03, 0.23, 0.00, 0.00, 0.00, 1.11, 0.95, 0.70, 0.00, 1.41, 0.13, 1.01, 0.21, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
332,  0,  13.805,  0.98,  1,  -226.1,  -145.5,  1328.4,  0.381,  0.174,  -0.050, 0.00, 0.00, 0.03, 0.11, 0.00, 0.00, 0.00, 1.07, 0.95, 0.66, 0.00, 1.64, 0.14, 1.09, 0.00, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
333,  0,  13.847,  0.98,  1,  -227.4,  -141.4,  1315.1,  0.411,  0.169,  -0.048, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.96, 0.84, 0.43, 0.00, 1.36, 0.14, 0.97, 0.20, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
334,  0,  13.889,  0.98,  1,  -230.3,  -138.5,  1314.4,  0.411,  0.171,  -0.049, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.73, 0.31, 0.00, 1.30, 0.10, 0.92, 0.35, 1.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
335,  0,  13.931,  0.98,  1,  -233.1,  -136.3,  1310.2,  0.423,  0.172,  -0.044, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.99, 0.67, 0.32, 0.00, 1.35, 0.09, 0.96, 0.35, 1.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
336,  0,  13.972,  0.98,  1,  -237.5,  -137.4,  1311.5,  0.397,  0.186,  -0.041, 0.07, 0.00, 0.12, 0.10, 0.00, 0.00, 0.00, 1.00, 0.68, 0.43, 0.00, 1.75, 0.05, 0.98, 0.26, 1.53, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
337,  0,  14.014,  0.98,  1,  -242.2,  -140.5,  1300.0,  0.370,  0.210,  -0.036, 0.12, 0.00, 0.25, 0.23, 0.00, 0.00, 0.00, 0.92, 0.67, 0.46, 0.00, 1.87, 0.00, 0.92, 0.13, 1.50, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
338,  0,  14.056,  0.98,  1,  -246.8,  -143.3,  1305.3,  0.360,  0.210,  -0.026, 0.12, 0.00, 0.41, 0.45, 0.00, 0.00, 0.00, 0.92, 0.70, 0.31, 0.00, 1.74, 0.00, 0.74, 0.21, 1.61, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
339,  0,  14.097,  0.98,  1,  -249.5,  -143.7,  1306.0,  0.373,  0.208,  -0.024, 0.05, 0.00, 0.46, 0.54, 0.00, 0.00, 0.00, 0.92, 0.79, 0.25, 0.00, 1.59, 0.00, 0.73, 0.17, 1.44, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
340,  0,  14.139,  0.98,  1,  -252.1,  -142.8,  1305.2,  0.386,  0.208,  -0.028, 0.09, 0.00, 0.48, 0.55, 0.05, 0.00, 0.00, 0.95, 0.87, 0.27, 0.00, 1.62, 0.00, 0.88, 0.16, 1.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
341,  0,  14.181,  0.98,  1,  -257.0,  -143.0,  1314.8,  0.387,  0.203,  -0.036, 0.12, 0.00, 0.42, 0.42, 0.06, 0.00, 0.00, 0.95, 0.88, 0.49, 0.00, 1.72, 0.00, 1.12, 0.08, 1.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
342,  0,  14.223,  0.98,  1,  -259.0,  -139.8,  1310.7,  0.391,  0.201,  -0.035, 0.25, 0.00, 0.41, 0.36, 0.07, 0.00, 0.00, 1.00, 0.87, 0.65, 0.00, 1.91, 0.00, 1.29, 0.01, 1.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
343,  0,  14.264,  0.98,  1,  -261.4,  -137.8,  1309.1,  0.397,  0.211,  -0.041, 0.26, 0.00, 0.29, 0.27, 0.06, 0.02, 0.00, 1.11, 0.86, 0.73, 0.00, 1.97, 0.00, 1.34, 0.00, 0.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
344,  0,  14.306,  0.98,  1,  -263.7,  -136.7,  1304.6,  0.392,  0.225,  -0.043, 0.32, 0.00, 0.28, 0.29, 0.08, 0.02, 0.00, 1.24, 0.85, 0.70, 0.00, 2.09, 0.00, 1.36, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
345,  0,  14.348,  0.98,  1,  -266.7,  -137.6,  1305.4,  0.373,  0.242,  -0.038, 0.20, 0.00, 0.24, 0.22, 0.09, 0.02, 0.03, 1.46, 0.85, 0.53, 0.06, 2.22, 0.00, 1.38, 0.00, 1.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
346,  0,  14.389,  0.98,  1,  -265.9,  -138.4,  1291.7,  0.362,  0.262,  -0.041, 0.10, 0.00, 0.45, 0.31, 0.05, 0.00, 0.15, 1.55, 0.83, 0.30, 0.06, 2.04, 0.00, 1.32, 0.28, 1.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
347,  0,  14.431,  0.98,  1,  -266.5,  -141.5,  1286.9,  0.340,  0.284,  -0.039, 0.03, 0.00, 0.53, 0.27, 0.02, 0.00, 0.21, 1.58, 0.79, 0.09, 0.06, 1.75, 0.00, 1.20, 0.64, 1.79, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
348,  0,  14.473,  0.98,  1,  -267.2,  -144.4,  1288.3,  0.325,  0.284,  -0.038, 0.08, 0.00, 0.63, 0.22, 0.00, 0.00, 0.29, 1.50, 0.73, 0.18, 0.00, 1.51, 0.00, 1.09, 0.88, 1.66, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
349,  0,  14.514,  0.98,  1,  -268.9,  -145.8,  1297.0,  0.339,  0.270,  -0.041, 0.18, 0.00, 0.51, 0.17, 0.00, 0.00, 0.22, 1.38, 0.63, 0.30, 0.00, 1.52, 0.00, 1.11, 0.79, 1.38, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
350,  0,  14.556,  0.98,  1,  -270.6,  -146.5,  1304.7,  0.344,  0.257,  -0.043, 0.23, 0.00, 0.45, 0.20, 0.00, 0.00, 0.25, 1.30, 0.60, 0.39, 0.00, 1.59, 0.00, 1.17, 0.48, 1.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
351,  0,  14.598,  0.98,  1,  -271.6,  -145.5,  1309.1,  0.355,  0.247,  -0.047, 0.31, 0.00, 0.37, 0.31, 0.00, 0.00, 0.19, 1.21, 0.57, 0.34, 0.00, 1.65, 0.00, 1.21, 0.23, 1.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
352,  0,  14.640,  0.98,  1,  -271.9,  -143.3,  1310.3,  0.365,  0.239,  -0.054, 0.27, 0.00, 0.40, 0.29, 0.00, 0.01, 0.17, 1.10, 0.55, 0.38, 0.00, 1.71, 0.00, 1.19, 0.07, 1.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
353,  0,  14.681,  0.98,  1,  -272.1,  -141.3,  1308.5,  0.369,  0.240,  -0.059, 0.32, 0.00, 0.37, 0.31, 0.00, 0.05, 0.15, 1.01, 0.50, 0.35, 0.03, 1.78, 0.00, 1.18, 0.10, 1.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
354,  0,  14.723,  0.98,  1,  -272.0,  -141.0,  1307.0,  0.370,  0.239,  -0.062, 0.31, 0.00, 0.29, 0.26, 0.00, 0.05, 0.11, 0.96, 0.46, 0.33, 0.03, 1.84, 0.00, 1.20, 0.20, 1.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
355,  0,  14.765,  0.98,  1,  -272.0,  -142.0,  1307.3,  0.369,  0.238,  -0.059, 0.26, 0.00, 0.27, 0.40, 0.00, 0.04, 0.07, 1.00, 0.48, 0.22, 0.04, 1.82, 0.00, 1.17, 0.36, 1.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
356,  0,  14.806,  0.98,  1,  -270.7,  -142.6,  1301.8,  0.356,  0.238,  -0.059, 0.22, 0.00, 0.29, 0.52, 0.00, 0.00, 0.00, 0.94, 0.54, 0.18, 0.01, 1.75, 0.00, 1.06, 0.50, 1.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
357,  0,  14.848,  0.98,  1,  -270.6,  -144.5,  1306.0,  0.350,  0.235,  -0.060, 0.15, 0.00, 0.31, 0.68, 0.00, 0.00, 0.01, 0.83, 0.51, 0.10, 0.01, 1.65, 0.00, 0.96, 0.56, 1.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
358,  0,  14.890,  0.98,  1,  -271.0,  -145.6,  1308.0,  0.342,  0.225,  -0.060, 0.21, 0.00, 0.25, 0.71, 0.00, 0.00, 0.01, 0.75, 0.49, 0.11, 0.00, 1.65, 0.00, 0.92, 0.49, 1.31, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
359,  0,  14.932,  0.98,  1,  -272.1,  -146.5,  1314.8,  0.353,  0.211,  -0.059, 0.21, 0.00, 0.12, 0.62, 0.00, 0.00, 0.01, 0.76, 0.51, 0.22, 0.00, 1.65, 0.00, 1.02, 0.28, 1.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
360,  0,  14.973,  0.98,  1,  -273.0,  -146.2,  1321.1,  0.354,  0.185,  -0.055, 0.24, 0.01, 0.05, 0.50, 0.00, 0.00, 0.00, 0.80, 0.61, 0.35, 0.00, 1.64, 0.00, 1.10, 0.12, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
361,  0,  15.015,  0.98,  1,  -273.3,  -146.3,  1322.4,  0.352,  0.185,  -0.054, 0.17, 0.01, 0.00, 0.40, 0.00, 0.00, 0.00, 0.77, 0.66, 0.33, 0.00, 1.58, 0.00, 1.17, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
362,  0,  15.057,  0.98,  1,  -272.9,  -146.2,  1321.9,  0.350,  0.182,  -0.051, 0.10, 0.01, 0.00, 0.39, 0.00, 0.00, 0.00, 0.72, 0.67, 0.22, 0.00, 1.55, 0.01, 1.13, 0.00, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
363,  0,  15.098,  0.98,  1,  -272.1,  -146.4,  1322.7,  0.347,  0.182,  -0.049, 0.03, 0.00, 0.00, 0.38, 0.00, 0.00, 0.00, 0.71, 0.68, 0.14, 0.00, 1.51, 0.01, 1.08, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
364,  0,  15.140,  0.98,  1,  -270.6,  -145.8,  1319.3,  0.352,  0.176,  -0.046, 0.03, 0.00, 0.00, 0.38, 0.00, 0.00, 0.00, 0.75, 0.68, 0.09, 0.00, 1.44, 0.01, 1.05, 0.00, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
365,  0,  15.182,  0.98,  1,  -269.5,  -145.1,  1318.7,  0.357,  0.171,  -0.042, 0.02, 0.00, 0.10, 0.32, 0.00, 0.00, 0.00, 0.73, 0.70, 0.04, 0.00, 1.23, 0.00, 0.99, 0.31, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
366,  0,  15.224,  0.98,  1,  -267.8,  -143.9,  1323.5,  0.374,  0.155,  -0.044, 0.02, 0.13, 0.10, 0.39, 0.00, 0.00, 0.00, 0.71, 0.73, 0.00, 0.00, 0.77, 0.30, 0.64, 0.91, 1.23, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
367,  0,  15.265,  0.98,  1,  -270.2,  -144.4,  1354.2,  0.372,  0.127,  -0.035, 0.00, 0.30, 0.10, 0.38, 0.00, 0.00, 0.00, 0.50, 0.70, 0.00, 0.00, 0.32, 0.86, 0.30, 1.38, 1.44, 0.27, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
368,  0,  15.307,  0.98,  1,  -264.6,  -145.0,  1362.4,  0.370,  0.034,  -0.011, 0.00, 0.30, 0.00, 0.47, 0.00, 0.00, 0.00, 0.30, 0.61, 0.00, 0.00, 0.05, 1.32, 0.26, 1.25, 1.26, 0.27, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
369,  0,  15.349,  0.93,  1,  -254.6,  -147.6,  1359.8,  0.377,  -0.100,  0.024, 0.00, 0.16, 0.00, 0.36, 0.00, 0.09, 0.00, 0.27, 0.55, 0.00, 0.00, 0.37, 1.26, 0.68, 0.65, 0.73, 0.09, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
370,  0,  15.390,  0.93,  1,  -243.0,  -150.4,  1352.9,  0.379,  -0.227,  0.045, 0.00, 0.00, 0.00, 0.24, 0.00, 0.09, 0.00, 0.32, 0.55, 0.00, 0.16, 0.83, 0.80, 1.01, 0.19, 0.29, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
