frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
371,  0,  15.432,  0.93,  1,  -235.0,  -151.4,  1347.6,  0.398,  -0.287,  0.052, 0.00, 0.00, 0.00, 0.07, 0.00, 0.09, 0.00, 0.36, 0.62, 0.00, 0.19, 0.96, 0.34, 0.81, 0.03, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
372,  0,  15.474,  0.93,  1,  -229.0,  -149.6,  1336.7,  0.445,  -0.293,  0.058, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 0.59, 0.00, 0.25, 0.70, 0.10, 0.39, 0.18, 0.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
373,  0,  15.515,  0.98,  1,  -226.8,  -148.7,  1337.2,  0.488,  -0.292,  0.065, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.60, 0.03, 0.16, 0.23, 0.00, 0.07, 0.42, 0.80, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
374,  0,  15.557,  0.98,  1,  -223.1,  -146.7,  1327.6,  0.526,  -0.292,  0.073, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.61, 0.24, 0.31, 0.37, 0.00, 0.00, 0.40, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
375,  0,  15.599,  0.93,  1,  -221.0,  -146.8,  1328.6,  0.491,  -0.300,  0.054, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.74, 0.39, 0.44, 0.58, 0.00, 0.00, 0.24, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
376,  0,  15.641,  0.93,  1,  -219.1,  -146.4,  1329.0,  0.473,  -0.297,  0.042, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.80, 0.40, 0.54, 0.87, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
377,  0,  15.682,  0.93,  1,  -217.5,  -146.7,  1331.7,  0.461,  -0.298,  0.043, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.81, 0.34, 0.54, 0.76, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
378,  0,  15.724,  0.93,  1,  -215.2,  -145.9,  1329.5,  0.484,  -0.302,  0.057, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.76, 0.24, 0.50, 0.54, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
379,  0,  15.766,  0.93,  1,  -212.7,  -144.2,  1324.1,  0.499,  -0.310,  0.069, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.73, 0.34, 0.54, 0.34, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
380,  0,  15.807,  0.98,  1,  -209.3,  -142.9,  1320.4,  0.495,  -0.338,  0.079, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.73, 0.33, 0.54, 0.42, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
381,  0,  15.849,  0.98,  1,  -207.9,  -143.7,  1331.8,  0.495,  -0.355,  0.085, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.92, 0.86, 0.47, 0.73, 0.66, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
382,  0,  15.891,  0.93,  1,  -208.2,  -148.2,  1362.1,  0.452,  -0.393,  0.076, 0.08, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.33, 1.09, 0.47, 0.92, 0.64, 0.00, 0.00, 0.09, 0.18, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
383,  0,  15.933,  0.93,  1,  -203.7,  -151.8,  1357.8,  0.423,  -0.446,  0.080, 0.18, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.90, 1.23, 0.34, 1.14, 0.41, 0.00, 0.00, 0.93, 0.18, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
384,  0,  15.974,  0.88,  1,  -191.6,  -158.7,  1336.4,  0.358,  -0.520,  0.070, 0.39, 0.00, 0.00, 0.03, 0.00, 0.00, 0.09, 2.23, 1.10, 0.14, 0.93, 0.09, 0.00, 0.00, 1.59, 0.18, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
385,  0,  16.016,  0.93,  1,  -184.6,  -163.3,  1338.2,  0.310,  -0.557,  0.042, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 2.36, 0.86, 0.00, 0.74, 0.03, 0.00, 0.00, 2.22, 0.00, 0.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
386,  0,  16.058,  0.93,  1,  -177.2,  -165.1,  1335.8,  0.297,  -0.564,  0.026, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 2.17, 0.66, 0.00, 0.45, 0.00, 0.00, 0.00, 2.10, 0.00, 0.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
387,  0,  16.099,  0.93,  1,  -169.4,  -166.0,  1331.2,  0.294,  -0.567,  0.009, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 1.99, 0.66, 0.00, 0.37, 0.00, 0.00, 0.00, 2.06, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
388,  0,  16.141,  0.93,  1,  -161.7,  -167.0,  1332.7,  0.294,  -0.568,  0.002, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 1.92, 0.67, 0.00, 0.24, 0.00, 0.00, 0.00, 2.05, 0.00, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
389,  0,  16.183,  0.93,  1,  -152.5,  -166.2,  1328.4,  0.299,  -0.559,  -0.001, 0.04, 0.00, 0.00, 0.00, 0.00, 0.07, 0.16, 1.92, 0.76, 0.00, 0.16, 0.00, 0.00, 0.00, 1.91, 0.00, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
390,  0,  16.225,  0.93,  1,  -142.1,  -165.3,  1320.5,  0.304,  -0.556,  0.003, 0.01, 0.00, 0.00, 0.00, 0.00, 0.09, 0.25, 1.96, 0.75, 0.00, 0.11, 0.00, 0.00, 0.00, 1.86, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
391,  0,  16.266,  0.93,  1,  -131.9,  -165.0,  1317.7,  0.309,  -0.551,  0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.41, 2.02, 0.66, 0.00, 0.10, 0.00, 0.00, 0.00, 1.66, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
392,  0,  16.308,  0.93,  1,  -121.7,  -164.1,  1316.5,  0.339,  -0.545,  0.032, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.56, 1.89, 0.50, 0.00, 0.08, 0.05, 0.00, 0.00, 1.45, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
393,  0,  16.350,  0.88,  1,  -111.1,  -163.1,  1310.0,  0.367,  -0.558,  0.058, 0.00, 0.00, 0.00, 0.04, 0.00, 0.26, 0.74, 1.63, 0.30, 0.00, 0.08, 0.10, 0.00, 0.00, 1.20, 0.12, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
394,  0,  16.391,  0.88,  1,  -101.6,  -162.8,  1308.6,  0.388,  -0.579,  0.091, 0.00, 0.00, 0.00, 0.04, 0.00, 0.15, 0.77, 1.37, 0.15, 0.00, 0.00, 0.54, 0.00, 0.34, 0.90, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
395,  0,  16.433,  0.82,  1,  -93.4,  -163.1,  1302.8,  0.400,  -0.646,  0.130, 0.00, 0.00, 0.00, 0.04, 0.00, 0.08, 0.55, 1.26, 0.11, 0.00, 0.00, 0.49, 0.00, 0.34, 1.03, 0.57, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
396,  0,  16.475,  0.98,  1,  -72.4,  -168.2,  1334.9,  0.269,  -0.510,  -0.026, 0.00, 0.00, 0.00, 0.00, 0.01, 0.19, 0.33, 1.40, 0.28, 0.00, 0.00, 0.44, 0.00, 0.34, 1.19, 0.79, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
397,  0,  16.517,  0.98,  1,  -61.8,  -167.3,  1323.2,  0.277,  -0.511,  -0.006, 0.00, 0.00, 0.00, 0.00, 0.01, 0.36, 0.30, 1.39, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 1.44, 0.83, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
398,  0,  16.558,  0.88,  1,  -51.0,  -165.3,  1311.2,  0.319,  -0.537,  0.026, 0.00, 0.00, 0.00, 0.00, 0.01, 0.28, 0.55, 1.48, 0.31, 0.00, 0.02, 0.27, 0.00, 0.09, 1.30, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
399,  0,  16.600,  0.93,  1,  -41.5,  -162.7,  1303.4,  0.347,  -0.611,  0.066, 0.00, 0.00, 0.00, 0.00, 0.01, 0.40, 0.60, 1.48, 0.30, 0.00, 0.02, 0.46, 0.00, 0.12, 1.26, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
400,  0,  16.642,  0.98,  1,  -24.2,  -159.1,  1302.6,  0.257,  -0.506,  0.017, 0.00, 0.00, 0.00, 0.00, 0.01, 0.65, 0.59, 1.67, 0.40, 0.00, 0.02, 0.53, 0.00, 0.14, 1.41, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
401,  0,  16.683,  0.98,  1,  -14.1,  -155.4,  1287.0,  0.309,  -0.512,  0.032, 0.00, 0.00, 0.00, 0.00, 0.03, 0.92, 0.59, 1.81, 0.57, 0.00, 0.09, 0.44, 0.00, 0.09, 1.57, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
402,  0,  16.725,  0.93,  1,  -4.3,  -152.7,  1278.4,  0.338,  -0.515,  0.048, 0.00, 0.00, 0.00, 0.00, 0.16, 1.03, 0.69, 2.00, 0.64, 0.00, 0.48, 0.50, 0.00, 0.12, 1.70, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
403,  0,  16.767,  0.93,  1,  4.8,  -151.7,  1280.9,  0.345,  -0.517,  0.052, 0.00, 0.00, 0.00, 0.00, 0.29, 1.01, 0.65, 2.08, 0.68, 0.00, 0.78, 0.63, 0.00, 0.14, 1.64, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
404,  0,  16.808,  0.98,  1,  13.5,  -151.0,  1283.3,  0.343,  -0.503,  0.052, 0.00, 0.00, 0.00, 0.00, 0.46, 1.13, 0.53, 2.19, 0.76, 0.00, 0.97, 0.65, 0.00, 0.11, 1.63, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
405,  0,  16.850,  0.98,  1,  20.5,  -151.3,  1290.5,  0.333,  -0.481,  0.036, 0.00, 0.00, 0.00, 0.00, 0.49, 1.13, 0.42, 2.13, 0.77, 0.00, 0.83, 0.40, 0.00, 0.05, 1.45, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
406,  0,  16.892,  0.98,  1,  26.2,  -153.0,  1304.9,  0.347,  -0.456,  0.019, 0.00, 0.00, 0.00, 0.00, 0.50, 1.03, 0.35, 2.20, 0.82, 0.06, 0.68, 0.25, 0.00, 0.01, 1.30, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
407,  0,  16.934,  0.98,  1,  32.1,  -155.6,  1315.3,  0.359,  -0.441,  0.020, 0.00, 0.00, 0.00, 0.00, 0.46, 0.89, 0.29, 2.14, 0.86, 0.22, 0.50, 0.05, 0.00, 0.00, 1.25, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
408,  0,  16.975,  0.98,  1,  34.1,  -156.7,  1321.0,  0.361,  -0.432,  0.010, 0.00, 0.00, 0.00, 0.00, 0.44, 0.80, 0.23, 2.13, 0.88, 0.40, 0.35, 0.05, 0.00, 0.00, 1.37, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
409,  0,  17.017,  0.98,  1,  35.4,  -157.1,  1323.7,  0.361,  -0.428,  0.001, 0.00, 0.00, 0.00, 0.00, 0.43, 0.63, 0.14, 2.03, 0.86, 0.52, 0.25, 0.00, 0.00, 0.00, 1.45, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
410,  0,  17.059,  0.98,  1,  35.7,  -157.6,  1328.4,  0.359,  -0.422,  -0.005, 0.00, 0.00, 0.00, 0.00, 0.43, 0.59, 0.08, 1.98, 0.83, 0.56, 0.19, 0.00, 0.00, 0.00, 1.41, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
411,  0,  17.100,  0.98,  1,  35.2,  -157.5,  1330.1,  0.363,  -0.418,  -0.004, 0.00, 0.00, 0.00, 0.00, 0.40, 0.46, 0.01, 1.93, 0.82, 0.56, 0.22, 0.00, 0.00, 0.00, 1.35, 0.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
412,  0,  17.142,  0.98,  1,  34.5,  -157.2,  1331.9,  0.366,  -0.422,  -0.001, 0.00, 0.00, 0.00, 0.00, 0.35, 0.64, 0.00, 1.98, 0.82, 0.65, 0.31, 0.00, 0.00, 0.00, 1.33, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
413,  0,  17.184,  0.98,  1,  32.8,  -157.4,  1335.6,  0.370,  -0.414,  0.002, 0.00, 0.00, 0.00, 0.00, 0.27, 0.62, 0.00, 1.90, 0.76, 0.59, 0.34, 0.00, 0.00, 0.00, 1.34, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
414,  0,  17.226,  0.98,  1,  30.8,  -157.3,  1337.3,  0.375,  -0.406,  0.006, 0.00, 0.00, 0.00, 0.00, 0.24, 0.60, 0.00, 1.79, 0.77, 0.64, 0.28, 0.00, 0.00, 0.00, 1.38, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
415,  0,  17.267,  0.98,  1,  27.3,  -155.6,  1332.5,  0.397,  -0.385,  0.008, 0.11, 0.00, 0.00, 0.00, 0.16, 0.52, 0.00, 1.52, 0.79, 0.53, 0.28, 0.00, 0.00, 0.00, 1.35, 0.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
416,  0,  17.309,  0.98,  1,  21.6,  -154.7,  1330.8,  0.422,  -0.340,  0.013, 0.22, 0.00, 0.00, 0.00, 0.10, 0.46, 0.00, 1.38, 0.95, 0.69, 0.36, 0.00, 0.00, 0.00, 1.22, 0.23, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
417,  0,  17.351,  0.98,  1,  15.2,  -156.7,  1344.7,  0.412,  -0.289,  0.007, 0.50, 0.22, 0.00, 0.10, 0.02, 0.37, 0.00, 1.15, 0.93, 0.69, 0.47, 0.08, 0.00, 0.00, 0.71, 0.18, 0.37, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
418,  0,  17.392,  0.93,  1,  7.9,  -162.0,  1370.7,  0.382,  -0.203,  -0.003, 0.84, 0.55, 0.00, 0.17, 0.00, 0.14, 0.00, 0.79, 0.83, 0.63, 0.51, 0.22, 0.04, 0.00, 0.29, 0.18, 0.88, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
419,  0,  17.434,  0.93,  1,  -0.0,  -166.0,  1380.1,  0.338,  -0.082,  -0.016, 1.10, 0.79, 0.00, 0.17, 0.00, 0.00, 0.00, 0.37, 0.56, 0.33, 0.35, 0.32, 0.04, 0.00, 0.29, 0.26, 1.63, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
420,  0,  17.476,  0.93,  1,  -7.7,  -167.1,  1358.9,  0.342,  0.012,  -0.027, 0.98, 0.68, 0.00, 0.06, 0.00, 0.00, 0.06, 0.09, 0.37, 0.11, 0.18, 0.44, 0.04, 0.00, 0.49, 0.46, 1.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
421,  0,  17.517,  0.93,  1,  -14.8,  -167.5,  1334.3,  0.323,  0.091,  -0.024, 0.68, 0.62, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.24, 0.01, 0.00, 0.55, 0.00, 0.00, 0.61, 0.62, 1.74, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
422,  0,  17.559,  0.98,  1,  -21.3,  -167.3,  1319.3,  0.301,  0.171,  -0.021, 0.51, 0.70, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.19, 0.01, 0.00, 0.76, 0.00, 0.00, 0.36, 0.53, 1.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
423,  0,  17.601,  0.98,  1,  -27.5,  -166.1,  1312.3,  0.249,  0.240,  -0.019, 0.51, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.24, 0.15, 0.00, 0.94, 0.00, 0.00, 0.15, 0.42, 1.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
424,  0,  17.643,  0.98,  1,  -33.1,  -165.1,  1309.5,  0.242,  0.284,  -0.014, 0.37, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.34, 0.15, 0.00, 1.04, 0.00, 0.00, 0.15, 0.63, 1.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
425,  0,  17.684,  0.98,  1,  -38.7,  -163.2,  1309.4,  0.302,  0.294,  0.002, 0.17, 0.29, 0.11, 0.00, 0.00, 0.00, 0.06, 0.60, 0.43, 0.22, 0.00, 1.09, 0.00, 0.00, 0.25, 0.96, 0.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
426,  0,  17.726,  0.98,  1,  -44.6,  -161.2,  1306.2,  0.330,  0.322,  0.017, 0.00, 0.02, 0.31, 0.12, 0.00, 0.00, 0.06, 0.91, 0.45, 0.31, 0.00, 1.26, 0.00, 0.05, 0.30, 1.41, 0.75, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
427,  0,  17.768,  0.98,  1,  -49.7,  -159.9,  1308.1,  0.327,  0.350,  0.023, 0.00, 0.00, 0.36, 0.12, 0.00, 0.00, 0.16, 1.11, 0.46, 0.46, 0.00, 1.59, 0.00, 0.14, 0.18, 1.65, 0.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
428,  0,  17.809,  0.98,  1,  -53.8,  -158.3,  1302.9,  0.326,  0.377,  0.020, 0.00, 0.00, 0.42, 0.12, 0.00, 0.01, 0.17, 1.36, 0.51, 0.54, 0.00, 1.72, 0.00, 0.19, 0.25, 1.84, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
429,  0,  17.851,  0.98,  1,  -57.4,  -155.9,  1291.6,  0.329,  0.401,  0.010, 0.05, 0.00, 0.41, 0.00, 0.00, 0.12, 0.31, 1.50, 0.50, 0.31, 0.00, 1.80, 0.12, 0.28, 0.55, 1.94, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
430,  0,  17.893,  0.98,  1,  -61.4,  -155.6,  1288.6,  0.310,  0.411,  0.010, 0.19, 0.00, 0.54, 0.00, 0.02, 0.23, 0.38, 1.61, 0.52, 0.32, 0.00, 1.88, 0.26, 0.30, 0.83, 1.90, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
