frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz
274, 0, 32.852, 0.88, 1, -0.4, -177.8, 1088.3, 0.231, 0.047, 0.027
275, 0, 32.972, 0.98, 1, -7.6, -187.7, 1091.5, 0.101, -0.004, 0.004
276, 0, 33.093, 0.98, 1, -11.1, -190.2, 1075.0, 0.068, -0.005, -0.013
277, 0, 33.213, 0.98, 1, -12.2, -191.8, 1074.2, 0.055, 0.014, -0.019
278, 0, 33.333, 0.98, 1, -6.3, -192.8, 1089.4, 0.094, 0.023, -0.026
279, 0, 33.454, 0.98, 1, 1.5, -184.2, 1061.2, 0.098, 0.042, -0.014
280, 0, 33.574, 0.98, 1, 6.2, -187.6, 1085.4, 0.129, 0.044, -0.026
281, 0, 33.694, 0.98, 1, 9.7, -191.0, 1090.8, 0.112, 0.051, -0.032
282, 0, 33.815, 0.98, 1, 8.6, -187.4, 1089.1, 0.155, 0.062, -0.029
283, 0, 33.935, 0.98, 1, 10.3, -180.4, 1090.5, 0.256, 0.082, -0.031
284, 0, 34.055, 0.82, 1, 16.5, -181.1, 1122.9, 0.212, 0.161, 0.019
285, 0, 34.176, 0.77, 1, 24.0, -187.8, 1192.6, 0.170, 0.201, 0.070
286, 0, 34.296, 0.98, 1, 48.6, -145.5, 1059.9, 0.281, 0.119, -0.087
287, 0, 34.416, 0.98, 1, 62.0, -143.0, 1086.2, 0.326, 0.076, -0.074
288, 0, 34.537, 0.98, 1, 67.2, -142.2, 1070.0, 0.267, 0.079, -0.090
289, 0, 34.657, 0.98, 1, 69.9, -150.0, 1081.4, 0.230, 0.025, -0.095
290, 0, 34.777, 0.98, 1, 67.8, -159.6, 1089.1, 0.181, -0.097, -0.080
291, 0, 34.898, 0.98, 1, 31.7, -163.5, 1101.0, 0.315, -0.113, 0.013
292, 0, 35.018, 0.98, 1, 4.7, -166.1, 1091.4, 0.281, -0.040, -0.023
293, 0, 35.138, 0.98, 1, -1.5, -171.5, 1091.1, 0.228, -0.052, -0.025
294, 0, 35.259, 0.88, 1, -8.9, -172.5, 1103.2, 0.290, -0.115, -0.002
295, 0, 35.379, 0.88, 1, -17.6, -169.2, 1098.5, 0.330, -0.088, 0.004
296, 0, 35.499, 0.98, 1, -20.5, -165.6, 1087.8, 0.335, -0.127, 0.003
297, 0, 35.620, 0.98, 1, -11.4, -171.9, 1100.2, 0.254, -0.126, -0.008
298, 0, 35.740, 0.98, 1, -7.6, -181.3, 1104.6, 0.151, -0.144, -0.014
299, 0, 35.860, 0.98, 1, -2.5, -183.1, 1099.5, 0.123, -0.195, -0.024
300, 0, 35.981, 0.98, 1, 4.5, -176.7, 1085.1, 0.211, -0.332, -0.017
301, 0, 36.101, 0.98, 1, 0.1, -172.5, 1073.1, 0.223, -0.341, -0.013
302, 0, 36.221, 0.98, 1, -1.4, -175.7, 1090.2, 0.201, -0.347, -0.042
303, 0, 36.342, 0.98, 1, 0.1, -186.8, 1108.0, 0.103, -0.363, -0.062
304, 0, 36.462, 0.98, 1, 3.5, -192.5, 1120.6, 0.075, -0.394, -0.076
305, 0, 36.582, 0.88, 1, 5.5, -185.8, 1140.5, 0.169, -0.316, -0.045
306, 0, 36.703, 0.98, 1, -2.0, -182.8, 1095.3, 0.135, -0.135, -0.063
307, 0, 36.823, 0.88, 1, -11.7, -190.4, 1094.3, 0.124, -0.046, -0.059
308, 0, 36.943, 0.98, 1, -12.3, -190.8, 1084.8, 0.081, 0.106, -0.054
309, 0, 37.064, 0.98, 1, -1.0, -188.9, 1114.3, 0.126, 0.130, -0.072
310, 0, 37.184, 0.98, 1, 12.1, -182.1, 1105.7, 0.172, 0.131, -0.070
311, 0, 37.304, 0.88, 1, 18.9, -182.7, 1101.4, 0.184, 0.259, -0.037
312, 0, 37.425, 0.98, 1, 65.6, -186.2, 1059.7, -0.055, -0.328, -0.158
313, 0, 37.545, 0.77, 1, 58.0, -184.6, 1040.8, -0.039, -0.338, -0.172
314, 0, 37.665, 0.88, 1, 18.8, -197.5, 1095.3, -0.025, 0.146, -0.066
315, 0, 37.786, 0.03, 0, 16.9, -205.5, 1141.1, -0.019, 0.034, -0.087
316, 0, 37.906, 0.73, 0, 3.2, -205.5, 1120.7, 0.055, -0.031, -0.156
317, 0, 38.026, 0.88, 1, 6.9, -210.5, 1132.9, -0.038, -0.111, -0.109
318, 0, 38.147, 0.88, 1, -1.2, -206.6, 1140.1, -0.008, -0.144, -0.124
319, 0, 38.267, 0.88, 1, -28.3, -186.7, 1101.9, 0.105, 0.031, -0.045
320, 0, 38.387, 0.82, 1, -20.6, -184.2, 1110.4, 0.110, -0.089, -0.022
321, 0, 38.508, 0.98, 1, -2.5, -172.0, 1032.9, 0.044, -0.470, -0.010
322, 0, 38.628, 0.98, 1, -29.3, -184.7, 1078.4, 0.107, -0.327, -0.016
323, 0, 38.748, 0.98, 1, -27.1, -187.9, 1067.6, 0.017, -0.444, -0.086
324, 0, 38.869, 0.98, 1, -0.8, -181.9, 1029.8, 0.029, -0.650, -0.163
325, 0, 38.989, 0.98, 1, 26.4, -167.2, 994.5, 0.123, -0.643, -0.145
326, 0, 39.110, 0.98, 1, 27.2, -166.2, 1006.3, 0.148, -0.650, -0.190
327, 0, 39.230, 0.98, 1, 35.4, -165.8, 1033.4, 0.172, -0.630, -0.207
328, 0, 39.350, 0.98, 1, 18.6, -162.6, 1033.6, 0.176, -0.527, -0.116
329, 0, 39.471, 0.98, 1, -7.5, -170.9, 1069.5, 0.187, -0.313, -0.091
330, 0, 39.591, 0.98, 1, -16.2, -166.8, 1045.7, 0.201, -0.294, -0.113
331, 0, 39.711, 0.98, 1, -35.5, -162.9, 1069.1, 0.203, -0.142, -0.055
332, 0, 39.832, 0.98, 1, -46.4, -147.8, 1092.5, 0.199, -0.077, -0.049
333, 0, 39.952, 0.77, 1, -49.7, -136.8, 1069.7, 0.295, -0.076, -0.032
334, 0, 40.072, 0.88, 1, -53.5, -148.6, 1095.5, 0.234, -0.059, -0.061
335, 0, 40.193, 0.88, 1, -58.3, -177.4, 1117.4, 0.119, -0.037, -0.089
336, 0, 40.313, 0.98, 1, -62.5, -184.1, 1105.0, 0.047, 0.044, -0.072
337, 0, 40.433, 0.98, 1, -60.6, -188.6, 1100.1, 0.018, 0.072, -0.061
338, 0, 40.554, 0.98, 1, -54.6, -186.3, 1076.9, 0.036, 0.035, -0.066
339, 0, 40.674, 0.98, 1, -51.9, -185.9, 1065.8, 0.009, -0.015, -0.061
340, 0, 40.794, 0.88, 1, -46.1, -181.2, 1072.6, -0.050, 0.010, -0.068
341, 0, 40.915, 0.98, 1, -44.2, -182.0, 1056.2, -0.082, 0.019, -0.056
342, 0, 41.035, 0.98, 1, -43.4, -186.0, 1051.8, -0.075, 0.019, -0.050
343, 0, 41.155, 0.98, 1, -42.6, -188.8, 1066.7, -0.062, 0.009, -0.046
344, 0, 41.276, 0.88, 1, -48.5, -185.0, 1081.6, 0.029, 0.034, -0.037
345, 0, 41.396, 0.98, 1, -59.8, -165.2, 1066.8, 0.152, 0.017, -0.054
346, 0, 41.516, 0.98, 1, -67.9, -146.7, 1109.0, 0.106, 0.019, -0.069
347, 0, 41.637, 0.98, 1, -65.0, -143.6, 1110.9, 0.103, -0.023, -0.088
348, 0, 41.757, 0.98, 1, -43.7, -166.0, 1109.6, 0.000, -0.325, -0.178
349, 0, 41.877, 0.98, 1, -16.8, -162.4, 1058.5, 0.027, -0.582, -0.228
350, 0, 41.998, 0.98, 1, 12.4, -154.4, 991.4, -0.081, -0.845, -0.301
351, 0, 42.118, 0.98, 1, 18.6, -159.2, 1031.1, -0.022, -0.875, -0.275
352, 0, 42.238, 0.68, 0, 22.8, -156.8, 1043.1, 0.074, -0.884, -0.211
353, 0, 42.359, 0.68, 0, 22.2, -153.2, 1058.4, 0.143, -0.848, -0.213
354, 0, 42.479, 0.77, 1, 17.0, -137.4, 1060.1, 0.147, -0.632, -0.225
355, 0, 42.599, 0.98, 1, 7.9, -102.3, 985.2, 0.169, -0.696, -0.060
356, 0, 42.720, 0.98, 1, 8.6, -100.3, 1011.1, 0.181, -0.671, -0.097
357, 0, 42.840, 0.98, 1, 5.4, -99.7, 1002.9, 0.139, -0.693, -0.135
358, 0, 42.960, 0.98, 1, -11.9, -106.9, 974.4, 0.166, -0.719, -0.079
359, 0, 43.081, 0.98, 1, -11.0, -112.4, 971.1, 0.113, -0.734, -0.106
360, 0, 43.201, 0.98, 1, -9.3, -115.0, 977.7, 0.177, -0.718, -0.101
361, 0, 43.321, 0.98, 1, -7.9, -113.5, 991.5, 0.228, -0.678, -0.100
362, 0, 43.442, 0.98, 1, -2.1, -112.2, 1016.8, 0.254, -0.654, -0.083
363, 0, 43.562, 0.77, 1, 4.3, -110.0, 1042.1, 0.295, -0.669, -0.068
364, 0, 43.682, 0.77, 1, 9.1, -106.6, 1043.0, 0.317, -0.708, -0.049
365, 0, 43.803, 0.98, 1, 13.0, -92.0, 1000.4, 0.224, -0.675, -0.005
366, 0, 43.923, 0.98, 1, 9.8, -95.2, 993.3, 0.144, -0.688, -0.076
367, 0, 44.043, 0.98, 1, -4.8, -111.4, 992.0, 0.018, -0.662, -0.181
368, 0, 44.164, 0.98, 1, -14.6, -142.3, 1025.5, 0.014, -0.655, -0.248
369, 0, 44.284, 0.98, 1, -25.0, -159.2, 1031.6, -0.034, -0.667, -0.273
370, 0, 44.404, 0.98, 1, -26.5, -166.1, 1055.5, -0.015, -0.644, -0.267
371, 0, 44.525, 0.98, 1, -25.0, -168.2, 1087.2, 0.100, -0.639, -0.226
372, 0, 44.645, 0.98, 1, -26.3, -164.4, 1084.6, 0.127, -0.623, -0.222
373, 0, 44.765, 0.77, 1, -25.8, -159.7, 1091.2, 0.188, -0.603, -0.211
374, 0, 44.886, 0.77, 1, -25.5, -154.1, 1091.0, 0.221, -0.586, -0.231
375, 0, 45.006, 0.98, 1, -29.0, -130.8, 1037.3, 0.114, -0.505, -0.303
376, 0, 45.126, 0.98, 1, -63.2, -130.8, 1083.3, 0.204, -0.278, -0.407
377, 0, 45.247, 0.98, 1, -111.8, -135.2, 1078.1, 0.237, 0.054, -0.281
378, 0, 45.367, 0.98, 1, -78.8, -167.3, 1077.8, 0.117, 0.145, -0.189
379, 0, 45.487, 0.98, 1, -13.4, -193.8, 1103.1, 0.053, 0.042, -0.059
380, 0, 45.608, 0.98, 1, 40.3, -200.5, 1085.9, -0.042, 0.042, -0.021
381, 0, 45.728, 0.98, 1, 41.9, -206.0, 1084.9, -0.116, 0.168, -0.009
382, 0, 45.848, 0.03, 0, 39.7, -208.0, 1095.9, -0.056, 0.320, -0.016
383, 0, 45.969, 0.47, 0, 39.0, -199.1, 1055.5, -0.067, 0.362, 0.034
384, 0, 46.089, 0.03, 0, 44.9, -191.7, 992.2, 0.057, 0.212, -0.024
385, 0, 46.209, 0.43, 0, 45.9, -191.9, 990.7, 0.062, 0.171, -0.065
386, 0, 46.330, 0.88, 1, 57.1, -189.8, 1004.4, 0.017, 0.571, 0.179
387, 0, 46.450, 0.98, 1, 48.6, -187.0, 989.1, -0.071, 0.611, 0.197
388, 0, 46.570, 0.77, 1, 49.7, -183.8, 997.8, -0.004, 0.567, 0.165
389, 0, 46.691, 0.88, 1, 51.6, -184.9, 1012.6, -0.001, 0.582, 0.129
390, 0, 46.811, 0.98, 1, 62.6, -195.3, 1083.8, 0.110, 0.578, 0.074
391, 0, 46.931, 0.88, 1, 70.4, -200.3, 1117.3, 0.097, 0.588, 0.080
392, 0, 47.052, 0.03, 0, 68.4, -199.8, 1107.5, 0.064, 0.541, 0.080
393, 0, 47.172, 0.03, 0, 67.4, -209.6, 1135.1, -0.135, 0.598, 0.117
394, 0, 47.292, 0.98, 1, 25.0, -197.4, 1062.8, -0.085, 0.529, 0.080
395, 0, 47.413, 0.98, 1, 24.3, -195.8, 1072.4, -0.021, 0.515, 0.044
396, 0, 47.533, 0.88, 1, 21.5, -193.0, 1081.5, 0.048, 0.514, 0.005
397, 0, 47.653, 0.88, 1, 23.4, -194.9, 1106.2, -0.020, 0.531, 0.011
398, 0, 47.774, 0.88, 1, 64.6, -153.4, 1079.4, 0.235, 0.515, -0.162
399, 0, 47.894, 0.88, 1, 66.5, -150.6, 1076.0, 0.189, 0.543, -0.129
400, 0, 48.014, 0.98, 1, 64.9, -148.0, 1052.9, 0.147, 0.541, -0.119
401, 0, 48.135, 0.98, 1, 38.9, -183.0, 1092.0, 0.020, 0.448, 0.053
402, 0, 48.255, 0.88, 1, 57.0, -195.8, 1089.6, 0.029, 0.351, 0.009
403, 0, 48.375, 0.88, 1, 33.1, -207.9, 1097.1, 0.013, 0.279, 0.026
404, 0, 48.496, 0.98, 1, 14.8, -209.3, 1083.2, -0.076, 0.176, 0.002
405, 0, 48.616, 0.88, 1, 19.2, -208.6, 1068.1, -0.133, 0.143, 0.044
406, 0, 48.736, 0.98, 1, 20.5, -214.1, 1069.2, -0.146, -0.042, -0.013
407, 0, 48.857, 0.88, 1, 13.5, -210.4, 1090.2, -0.112, -0.088, -0.048
408, 0, 48.977, 0.88, 1, 7.6, -179.1, 1096.3, 0.242, -0.104, -0.117
409, 0, 49.097, 0.88, 1, 5.3, -166.4, 1089.0, 0.315, -0.140, -0.139
410, 0, 49.218, 0.93, 1, -1.1, -174.0, 1075.7, 0.249, -0.106, -0.151
411, 0, 49.338, 0.98, 1, -6.0, -197.1, 1092.6, 0.096, -0.056, -0.114
412, 0, 49.458, 0.98, 1, -1.1, -203.3, 1080.6, 0.004, -0.007, -0.107
413, 0, 49.579, 0.98, 1, -0.6, -194.5, 1073.8, 0.112, -0.011, -0.077
414, 0, 49.699, 0.98, 1, 1.9, -193.5, 1082.7, 0.116, -0.037, -0.102
415, 0, 49.819, 0.98, 1, 0.5, -195.4, 1063.4, 0.072, -0.019, -0.094
416, 0, 49.940, 0.98, 1, 7.0, -201.5, 1060.5, -0.010, -0.015, -0.097
417, 0, 50.060, 0.98, 1, 16.4, -200.9, 1080.6, 0.036, -0.032, -0.109
418, 0, 50.181, 0.88, 1, 20.5, -194.2, 1095.2, 0.053, -0.023, -0.118
419, 0, 50.301, 0.98, 1, 22.3, -188.8, 1090.5, 0.176, 0.003, -0.124
420, 0, 50.421, 0.98, 1, 26.6, -194.4, 1107.0, 0.111, 0.003, -0.118
421, 0, 50.542, 0.98, 1, 28.2, -199.2, 1107.3, 0.050, 0.026, -0.075
422, 0, 50.662, 0.98, 1, 27.7, -197.3, 1093.7, 0.037, 0.050, -0.041
423, 0, 50.782, 0.98, 1, 26.1, -196.5, 1079.4, 0.024, 0.042, -0.020
424, 0, 50.903, 0.98, 1, 24.0, -195.3, 1079.7, 0.048, 0.023, -0.025
425, 0, 51.023, 0.98, 1, 21.1, -194.8, 1078.5, 0.057, 0.016, -0.038
426, 0, 51.143, 0.98, 1, 20.7, -194.9, 1080.2, 0.060, 0.021, -0.029
